edge_id,scenario,water_level,crowd_density,risk_score,dl_risk_score,dl_anomaly,iso_anomaly,true_hazard
28161299,Severe_Flood,0.3745401188473625,0.7648478932199835,0.5306632285964109,0.041704055067802386,False,False,True
102030532,Severe_Flood,0.9507143064099162,0.9151763371865976,0.9364991187205888,0.0012623663468508356,False,False,True
1149819098,Severe_Flood,0.7319939418114051,0.4134971370633717,0.6045952199121918,0.004566582791545508,False,False,True
1416040846,Severe_Flood,0.5986584841970366,0.4235858268790788,0.5286294212698535,0.0025685584694440963,False,False,False
1042122764,Severe_Flood,0.1560186404424365,0.7026271063236521,0.3746620267949227,0.03160466889210015,False,False,True
1289116083,Severe_Flood,0.1559945203362026,0.9427720011052766,0.4707055126438322,0.11970765663628949,True,False,True
184720014,Severe_Flood,0.0580836121681994,0.2670609402393602,0.1416745433966637,0.011751672045051937,False,False,False
1366537186,Severe_Flood,0.8661761457749352,0.4401442065379368,0.6957633700801358,0.0039064961058490584,False,False,True
23802583,Severe_Flood,0.6011150117432088,0.7959732435523011,0.6790583044668457,0.045017829865706564,False,False,True
184720016,Severe_Flood,0.7080725777960455,0.6096935693740385,0.6687209744272427,0.00536811941424177,False,False,True
184720015,Severe_Flood,0.0205844942958024,0.1105863439639547,0.0565852341630633,0.04130544771489675,False,False,False
26748486,Severe_Flood,0.9699098521619944,0.6277327355622657,0.8330390055221029,0.004461923107304236,False,False,True
186080195,Severe_Flood,0.8324426408004217,0.1867462845973269,0.5741640983191838,0.055296175931465526,False,False,True
186080195,Severe_Flood,0.2123391106782761,0.5102159340784042,0.3314898400383274,0.0015215729214496255,False,False,False
1258018711,Severe_Flood,0.1818249672071006,0.5291032676604385,0.3207362873884357,0.0029150572090406116,False,False,False
"[1287586755, 1373597956, 1370773102]",Severe_Flood,0.1834045098534338,0.8762033622249848,0.4605240508020542,0.0881351080684601,False,False,True
207260566,Severe_Flood,0.3042422429595377,0.4624942740124381,0.3675430553806978,0.0004113814888639452,False,False,False
1287586755,Severe_Flood,0.5247564316322378,0.2794424222358942,0.4266308278737004,0.021977902515056456,False,False,False
25459750,Severe_Flood,0.4319450186421157,0.2309663482160315,0.3515535504716821,0.031562576518422494,False,False,False
835030600,Severe_Flood,0.2912291401980419,0.8742518766843361,0.5244382347925596,0.08234992374666954,False,False,True
211260243,Severe_Flood,0.6118528947223795,0.1710108544182284,0.435516078600719,0.052746030838961906,False,False,True
1113247773,Severe_Flood,0.1394938606520418,0.4258685608831437,0.2540437407444826,0.00024428606210235584,False,False,False
28295574,Severe_Flood,0.2921446485352181,0.187173114926947,0.2501560350919097,0.038956714161986886,False,False,False
23030553,Severe_Flood,0.3663618432936917,0.7733040401143754,0.5291387220219652,0.04440332371732573,False,False,True
23030553,Severe_Flood,0.4560699842170359,0.474372639974619,0.4633910465200691,0.00018698437941475,False,False,False
186797300,Severe_Flood,0.7851759613930136,0.351143690556812,0.611563053058533,0.013354456591928035,False,False,True
186797300,Severe_Flood,0.1996737821583597,0.3610996406264668,0.2642441255456025,0.004352293304520717,False,False,False
"[102030553, 29115467, 566573623]",Severe_Flood,0.5142344384136116,0.8522142067229794,0.6494263457373588,0.06615591950543269,False,False,True
995118269,Severe_Flood,0.5924145688620425,0.5537739542944381,0.5769583230350007,0.0017716061084534704,False,False,False
23030553,Severe_Flood,0.0464504127199977,0.7178678511312636,0.3150173880845041,0.04367688639485014,False,False,True
23046393,Severe_Flood,0.6075448519014384,0.8970385162506845,0.7233423176411369,0.0800348468748562,False,False,True
23046393,Severe_Flood,0.1705241236872915,0.901741676040642,0.4630111446286318,0.09980189097656512,False,False,True
23030553,Severe_Flood,0.0650515929852795,0.3285090543378631,0.1704345775263129,0.005164611812129198,False,False,False
23030553,Severe_Flood,0.9488855372533332,0.9524512631463852,0.950311827610554,0.0013767600480009325,False,True,True
112716605,Severe_Flood,0.9656320330745594,0.0248758820146054,0.5893295726505778,0.13201799150426416,True,True,True
112716605,Severe_Flood,0.8083973481164611,0.3768355610161656,0.6357726332763429,0.00993096354785088,False,False,True
155785663,Severe_Flood,0.3046137691733707,0.8957988575088416,0.541087804507559,0.09068365765569518,False,False,True
28161972,Severe_Flood,0.0976721140063838,0.2746368798169829,0.1684580203306235,0.011930172305706511,False,False,False
26748540,Severe_Flood,0.6842330265121569,0.2730814503213183,0.5197723960358215,0.026393718007824838,False,False,True
28161972,Severe_Flood,0.4401524937396013,0.3026222850818887,0.3851404102765162,0.016325157879346134,False,False,False
28161972,Severe_Flood,0.1220382348447788,0.6123133848469222,0.3181482948456362,0.014011526283382121,False,False,True
1434321183,Severe_Flood,0.4951769101112702,0.4383327756143538,0.4724392563125036,0.0012284870402866279,False,False,False
1287029250,Severe_Flood,0.0343885211152183,0.7267348363533426,0.311327047210468,0.04817756187771364,False,False,True
1287029250,Severe_Flood,0.909320402078782,0.8949106425646658,0.9035564982731356,0.004108964822330852,False,False,True
100857282,Severe_Flood,0.2587799816000169,0.6741993749428606,0.4249477389371544,0.022284482594929583,False,False,True
26748533,Severe_Flood,0.662522284353982,0.2044667201975755,0.4793000586914194,0.043791803985113044,False,False,True
1107322882,Severe_Flood,0.3117110760894109,0.9326819023605022,0.5600994065978475,0.10664717272850434,False,False,True
1107322884,Severe_Flood,0.5200680211778108,0.2644928733474785,0.4178379620456779,0.025146686059867158,False,False,False
1107322882,Severe_Flood,0.5467102793432796,0.1498942953281581,0.387983885737231,0.058058830765329604,False,False,False
1107322882,Severe_Flood,0.184854455525527,0.0899672788609609,0.1468995848597006,0.06430840647396803,False,False,False
26748538,Severe_Flood,0.9695846277645586,0.5633837406661656,0.8071042729252014,0.0026958296317483414,False,False,True
1107322882,Severe_Flood,0.7751328233611146,0.1137624624806518,0.5105846790089295,0.07916485122390937,False,False,True
1107322882,Severe_Flood,0.9394989415641892,0.1387758841126307,0.6192097185835658,0.07885790417928902,False,False,True
"[112869313, 26748532]",Severe_Flood,0.8948273504276488,0.3000304805954966,0.656908602494788,0.02658322558320604,False,False,True
26748525,Severe_Flood,0.5978999788110851,0.2816530096844638,0.4714011911604366,0.02271215986420476,False,False,False
26748531,Severe_Flood,0.9218742350231168,0.6042395103321423,0.7948203451467271,0.002563688556031855,False,False,True
1107322882,Severe_Flood,0.0884925020519195,0.8167452794726815,0.3797936130202243,0.0701514074664628,False,False,True
26748553,Severe_Flood,0.1959828624191452,0.7613496562028924,0.4221295799326441,0.0463480897819962,False,False,True
23046393,Severe_Flood,0.045227288910538,0.2624844547164767,0.1321301552329135,0.012167751425168266,False,False,False
23046395,Severe_Flood,0.3253303307632643,0.2453104979859799,0.2933223976523506,0.025600861020099463,False,False,False
217685947,Severe_Flood,0.388677289689482,0.9657915301069676,0.6195229858564762,0.11890296219366199,True,False,True
112716532,Severe_Flood,0.2713490317738959,0.0082362415919601,0.1661039157011216,0.10252053546709945,False,True,False
217685947,Severe_Flood,0.8287375091519293,0.8797205330602158,0.8491307187152439,0.018467181912414726,False,False,True
217685947,Severe_Flood,0.3567533266935893,0.1997285191224049,0.2939434036651155,0.03781705118837889,False,False,False
28295565,Severe_Flood,0.2809345096873807,0.9472843230897678,0.5474744350483356,0.11494572636070177,False,False,True
112716532,Severe_Flood,0.5426960831582485,0.3423072848275197,0.462540563825957,0.01096948611515512,False,False,False
112716532,Severe_Flood,0.1409242249747626,0.4403517738932523,0.2606952445421585,5.469809761253428e-05,False,False,False
112716532,Severe_Flood,0.8021969807540397,0.707120613944381,0.7641664340301761,0.01749007588855165,False,False,True
211260244,Severe_Flood,0.0745506436797708,0.5876690514732603,0.2797980067971666,0.012890325116184573,False,False,False
23046395,Severe_Flood,0.9868869366005172,0.3179393297068228,0.7193078938430395,0.027919579221430953,False,False,True
23046395,Severe_Flood,0.7722447692966574,0.5538309158678235,0.6848792279251239,0.0007853399504050989,False,False,True
217685969,Severe_Flood,0.1987156815341724,0.7307068843628862,0.4115121626656579,0.037475885766179357,False,False,True
28295566,Severe_Flood,0.0055221171236023,0.042334945902492,0.0202472486351582,0.06011387743732341,False,True,False
1434320850,Severe_Flood,0.8154614284548342,0.0111993052557041,0.4937565791751821,0.12727669028546307,True,False,True
1434320850,Severe_Flood,0.7068573438476171,0.4580669390728913,0.6073411819377268,0.0012173669320874449,False,False,True
112716620,Severe_Flood,0.7290071680409873,0.1318366178035142,0.490138947945998,0.07027189612907331,False,False,True
1042820540,Severe_Flood,0.7712703466859457,0.6643442914647144,0.7284999245974533,0.011103340392847636,False,False,True
1434320850,Severe_Flood,0.0740446517340903,0.2140524562274341,0.1300477735314278,0.020844269941496293,False,False,False
112716532,Severe_Flood,0.3584657285442726,0.4328511067956709,0.3882198798448319,0.0012682355764858416,False,False,False
